Accuracy,ROC AUC,PR AUC,F1,MCC,Sensitivity,Specificity,Balanced Accuracy,Brier Score,Confusion Matrix,TP,TN,FP,FN,Fold,Threshold
0.618421052631579,0.5,0.618421052631579,0.7642276422764228,0.0,1.0,0.0,0.5,0.3815789473684211,"[[ 0 29]
 [ 0 47]]",47,0,29,0,1,0.01
0.631578947368421,0.5,0.631578947368421,0.7741935483870968,0.0,1.0,0.0,0.5,0.3684210526315789,"[[ 0 28]
 [ 0 48]]",48,0,28,0,2,0.01
0.631578947368421,0.5,0.631578947368421,0.7741935483870968,0.0,1.0,0.0,0.5,0.3684210526315789,"[[ 0 28]
 [ 0 48]]",48,0,28,0,3,0.01
0.631578947368421,0.5,0.631578947368421,0.7741935483870968,0.0,1.0,0.0,0.5,0.3684210526315789,"[[ 0 28]
 [ 0 48]]",48,0,28,0,4,0.01
0.631578947368421,0.5,0.631578947368421,0.7741935483870968,0.0,1.0,0.0,0.5,0.3684210526315789,"[[ 0 28]
 [ 0 48]]",48,0,28,0,5,0.01
