first_model,second_model,observed_pr_auc_first,observed_pr_auc_second,observed_difference,difference_ci_low,difference_ci_high,paired_bootstrap_p,statistical_tie,comparison
lightgbm,logistic_regression,0.5209037719410397,0.37041967294549183,0.15048409899554782,0.08542245087324973,0.21678797792612584,0.0,False,selected_vs_logistic_regression
lightgbm,catboost,0.5209037719410397,0.549912285201323,-0.02900851326028331,-0.07387578666013675,0.01687907167474025,0.214,True,selected_vs_second_best
lightgbm,time_only_logistic,0.5209037719410397,0.10321110802320439,0.41769266391783527,0.3440296604407477,0.48395605169370376,0.0,False,full_vs_time_only
