Fold,model__colsample_bytree,model__learning_rate,model__max_depth,model__min_child_weight,model__n_estimators,model__reg_alpha,model__reg_lambda,model__scale_pos_weight,model__subsample
1,0.902144564127061,0.11628896862281117,8,4,409,0.15656646227779292,4.711423872974993,5,0.9757995766256756
2,0.7297380084021096,0.04052198867516834,3,7,289,0.5502596226383838,1.6396758127097084,2,0.6002081507981263
3,0.8423839899124046,0.24157521962833725,4,9,127,4.315517129377968,3.6164906341377896,2,0.6381640465961645
4,0.7043316699321636,0.2590634249394811,8,5,136,4.413181715946698,1.443535541706897,1,0.7396838298450643
5,0.7988994023569542,0.08521957745419241,3,8,180,1.333905071376425,5.383074779163264,5,0.6205915004999957
