Accuracy,ROC AUC,PR AUC,F1,MCC,Sensitivity,Specificity,Balanced Accuracy,Brier Score,Confusion Matrix,TP,TN,FP,FN,Fold,Threshold
0.8421052631578947,0.9706529713866471,0.9773154304061872,0.8867924528301887,0.6833581602784664,1.0,0.5862068965517241,0.7931034482758621,0.07533045937983675,"[[17 12]
 [ 0 47]]",47,17,12,0,1,0.29000000000000004
0.9342105263157895,0.9910714285714286,0.9936035658684428,0.946236559139785,0.86469901492604,0.9166666666666666,0.9642857142857143,0.9404761904761905,0.04039856910399874,"[[27  1]
 [ 4 44]]",44,27,1,4,2,0.47000000000000003
0.8421052631578947,0.9363839285714286,0.958573287215964,0.875,0.6607142857142857,0.875,0.7857142857142857,0.8303571428571428,0.10166552810723942,"[[22  6]
 [ 6 42]]",42,22,6,6,3,0.5800000000000001
0.9078947368421053,0.9765624999999999,0.9850742867559932,0.9263157894736842,0.803861692404216,0.9166666666666666,0.8928571428571429,0.9047619047619048,0.06648635063539499,"[[25  3]
 [ 4 44]]",44,25,3,4,4,0.34
0.8947368421052632,0.9512648809523809,0.9656169966357349,0.9166666666666666,0.7738095238095238,0.9166666666666666,0.8571428571428571,0.8869047619047619,0.08449478796659922,"[[24  4]
 [ 4 44]]",44,24,4,4,5,0.45
