Feature_1,Feature_2,Mean_Interaction,SD_Interaction,Interaction_Rank
Family_Background_of_Diabetes,Lifestyle_Score,0.005200993491960978,0.0044627288383372555,393
Water_Consumption,BMI_per_Year,0.005180295175230421,0.0059816826464483075,394
Job,Heart_Disease,0.005119764225422086,0.007694840176239465,395
Job,Urinary_Infection,0.005084897348705077,0.0034733784675687134,396
Sleep,Pain_killer,0.00506918581564466,0.00573552571851502,397
Take_Medicine_for_Diabetes,Sleep,0.004995296655730973,0.0060163911038764945,398
Family_Background_of_Diabetes,Heart_Disease,0.004946800103210621,0.005891481832079924,399
Water_Consumption,Age_Diabetes,0.0049142283026631945,0.005447507739837725,400
Take_Medicine_for_Diabetes,Heart_Disease,0.004864588505408052,0.003889782310251919,401
Follow_suggested_Diet,Lifestyle_Score,0.004860630392886154,0.008562707268814347,402
Family_Background_of_Diabetes,Urination_Properly,0.004832348147186364,0.006536688992922562,403
Average_Age,Water_Consumption,0.004785726296518146,0.004488808087518101,404
Take_Medicine_for_Diabetes,Walk_Regularly,0.004619732189562279,0.004679525104020128,405
Average_Weight,Smoke,0.004616367872171493,0.005741641574598707,406
Water_Consumption,Current_BMI,0.004598017636508611,0.006727190043700284,407
Take_Medicine_for_Diabetes,Risk_Score,0.00452844745110406,0.003831227467700481,408
Smoke,Urinary_Infection,0.004431548895854327,0.004684651135293603,409
Heart_Disease,Risk_Score,0.004418468638823918,0.003686774688427113,410
Take_Insulin,Sleep,0.004355884929562355,0.0037725460540033165,411
Job,Pain_killer,0.004315457999241291,0.005236933961131815,412
Walk_Regularly,Pain_killer,0.004218057723612481,0.005605516858596219,413
Weight,Water_Consumption,0.004171972516311155,0.008004825986342343,414
Hypertension,Current_BMI,0.004122177319544848,0.0035512290325471936,415
Water_Consumption,Risk_Score,0.004067190484604277,0.0038165500515056064,416
Age,Water_Consumption,0.004055777230932325,0.0038574795519269165,417
Gender,Hypertension,0.003997161905656301,0.00429240522010001,418
Zarda_Betel_Leaf,Treatment_Score,0.0039653664715011815,0.004361829977494256,419
Weight,Follow_suggested_Diet,0.003867380036939652,0.004051881995325241,420
Age,Smoke,0.003865772937027864,0.003950552147730839,421
Job,Walk_Regularly,0.003861951632170832,0.00257367436313295,422
Follow_suggested_Diet,Urination_Properly,0.0038546575027280936,0.007307404486242035,423
Average_Weight,Follow_suggested_Diet,0.0038544345925555098,0.003927369285201605,424
Zarda_Betel_Leaf,Lifestyle_Score,0.0037427359568673714,0.004032170283892613,425
Sleep,Treatment_Score,0.003741536202926049,0.003402421251294413,426
Sleep,Lifestyle_Score,0.0037409293177008453,0.0035358540097822112,427
Follow_suggested_Diet,Urinary_Infection,0.0036770915468148507,0.003146996708043351,428
Weight,Hypertension,0.00363123918846125,0.0023521147705499812,429
Hypertension,Lifestyle_Score,0.0035877864398300477,0.002721741778280913,430
Job,Treatment_Score,0.0035749053754142784,0.0025970791872858296,431
Smoke,Weight_Diff,0.003548629189132005,0.004201548469458886,432
Smoke,Current_BMI,0.003529468025671431,0.003085348006416253,433
Diabetic_Year,Heart_Disease,0.003523583780330666,0.002359425550944326,434
Sleep,Walk_Regularly,0.003486797637477373,0.004387806681091885,435
Heart_Disease,Pain_killer,0.0034522393289496225,0.00483931769822438,436
Zarda_Betel_Leaf,Urinary_Infection,0.0034488103929659385,0.0020835767654308578,437
Weight,Urination_Properly,0.0034447381913858682,0.0025028741480470147,438
Heart_Disease,Treatment_Score,0.0034251790509858006,0.002971511488177906,439
Sleep,Smoke,0.0033803735666948762,0.006234322522509824,440
Hypertension,Urinary_Infection,0.003369066401654728,0.005139500430380273,441
Family_Background_of_Diabetes,Zarda_Betel_Leaf,0.0033595992224790166,0.004590959980899665,442
Take_Medicine_for_Diabetes,Lifestyle_Score,0.00333275950022601,0.0024388481035466387,443
Family_Background_of_Diabetes,Treatment_Score,0.0033159470797355407,0.002000259186239015,444
Urination_Properly,Current_BMI,0.0032971392957489762,0.0026646626858874375,445
Family_Background_of_Diabetes,Hypertension,0.003277765731598165,0.005488059164271432,446
Follow_suggested_Diet,Take_Insulin,0.0032210088455969454,0.0029534797753802463,447
Gender,Lifestyle_Score,0.003193028997567017,0.0025395412412444977,448
Take_Medicine_for_Diabetes,Pain_killer,0.0031180099592957207,0.0023355104508624948,449
Take_Medicine_for_Diabetes,Take_Insulin,0.0030762701467297077,0.0027896329810192535,450
Urination_Properly,Lifestyle_Score,0.0030557943588927898,0.0030969218256680876,451
Family_Background_of_Diabetes,Sleep,0.0030405619871794465,0.0032614039434173863,452
Family_Background_of_Diabetes,Take_Medicine_for_Diabetes,0.0029202647042658163,0.001927952865427183,453
Water_Consumption,Calorie_Intake,0.0028759687855315014,0.0027773499097407017,454
Gender,Heart_Disease,0.002758159393220002,0.0031824997617387794,455
Hypertension,Risk_Score,0.0027580527196463213,0.0023620341488927448,456
Follow_suggested_Diet,Risk_Score,0.002754192689662215,0.002745292354360278,457
Follow_suggested_Diet,Zarda_Betel_Leaf,0.0027483112439128502,0.0037048240612314654,458
Hypertension,Water_Consumption,0.0027348246608470865,0.004347827226855762,459
Job,Sleep,0.002710847708336916,0.001827853308500535,460
Follow_suggested_Diet,Heart_Disease,0.0026060519276435374,0.0028227948209764877,461
Family_Background_of_Diabetes,Follow_suggested_Diet,0.0025883301122983397,0.0023882027023375985,462
Take_Medicine_for_Diabetes,Zarda_Betel_Leaf,0.0025461337052642774,0.0027356818467876324,463
Smoke,Pain_killer,0.002495438552755618,0.003208671456047098,464
Heart_Disease,Sleep,0.0023669792255788255,0.0031790677493098883,465
Sleep,Zarda_Betel_Leaf,0.0023667644686694135,0.0030483691184833165,466
Job,Risk_Score,0.0023003621913408705,0.0018811693245580387,467
Sleep,Risk_Score,0.0021909445398749406,0.0015079232641996762,468
Walk_Regularly,Urination_Properly,0.0021374849672197308,0.002678997566465312,469
Job,Hypertension,0.0021205224501500888,0.0020526624688960095,470
Weight,Smoke,0.0020885021643855645,0.0023524756468495524,471
Hypertension,Urination_Properly,0.001954917262570745,0.0017764127516909538,472
Job,Smoke,0.0019432526311775333,0.0015987802135832136,473
Walk_Regularly,Treatment_Score,0.0019116970018175448,0.0011494845540788734,474
Job,Family_Background_of_Diabetes,0.00186682856154933,0.0009709431563145033,475
Job,Take_Medicine_for_Diabetes,0.001813780133288419,0.0011399294742917452,476
Water_Consumption,Zarda_Betel_Leaf,0.0017731379293011464,0.0036231938833467775,477
Water_Consumption,Treatment_Score,0.0017030783523367312,0.0027962939869784877,478
Smoke,Walk_Regularly,0.0017027927612166525,0.001709237084096196,479
Gender,Water_Consumption,0.001690172361940848,0.0020410193007388755,480
Sleep,Urinary_Infection,0.001602533799449913,0.0015476318891745942,481
Smoke,Lifestyle_Score,0.0015729313631843316,0.0015708367576498328,482
Sleep,Urination_Properly,0.0015718000505738085,0.0027452820805988266,483
Gender,Take_Medicine_for_Diabetes,0.0015666663792382265,0.001153904799286896,484
Zarda_Betel_Leaf,Risk_Score,0.001559882083704753,0.0009231198834390246,485
Smoke,Treatment_Score,0.0014960396105741765,0.0018327648578432825,486
Follow_suggested_Diet,Take_Medicine_for_Diabetes,0.001457531445420033,0.0014974482709725688,487
Heart_Disease,Zarda_Betel_Leaf,0.001449020670227444,0.0020167568773088065,488
Smoke,Risk_Score,0.0014485997854633119,0.0010676561769602704,489
Gender,Urination_Properly,0.0014442000525873649,0.0018021265282478533,490
Follow_suggested_Diet,Hypertension,0.00136008578511406,0.002254294482810096,491
Take_Medicine_for_Diabetes,Hypertension,0.0013350381120391104,0.0012743694898145418,492
Gender,Sleep,0.0013309966635439794,0.001550464017693958,493
Follow_suggested_Diet,Treatment_Score,0.0013148662367852143,0.001343805026726051,494
Gender,Zarda_Betel_Leaf,0.001304480440785456,0.001491750306990206,495
Take_Medicine_for_Diabetes,Treatment_Score,0.0013003029754273321,0.002162336014408115,496
Follow_suggested_Diet,Walk_Regularly,0.0012768146093441704,0.0015860869051254984,497
Water_Consumption,Urinary_Infection,0.0012542498867373199,0.0005449271103740969,498
Hypertension,Sleep,0.0011970578164156235,0.0010614596875829236,499
Gender,Follow_suggested_Diet,0.0011853976662022417,0.001187054420404884,500
Gender,Treatment_Score,0.001160151190391371,0.0006069655825736505,501
Hypertension,Pain_killer,0.001145909898759469,0.001046224841310201,502
Heart_Disease,Urination_Properly,0.0010872866644980647,0.0009661937753848658,503
Take_Insulin,Treatment_Score,0.0010436980687892202,0.0013944819547138893,504
Sleep,Water_Consumption,0.0010322184349055253,0.0022529836089954357,505
Follow_suggested_Diet,Sleep,0.0010089674379054,0.001329068865069641,506
Hypertension,Zarda_Betel_Leaf,0.0010056157852205024,0.0022486252549998717,507
Take_Medicine_for_Diabetes,Urination_Properly,0.0009758513571143639,0.0008979720957780114,508
Water_Consumption,Urination_Properly,0.0009139559820120876,0.0008733583453602784,509
Smoke,Urination_Properly,0.0008078509250295879,0.0009439286853304838,510
Gender,Smoke,0.0007997484203676852,0.0010065626928837665,511
Family_Background_of_Diabetes,Water_Consumption,0.0007669104810151955,0.0009733653713585951,512
Heart_Disease,Smoke,0.0007581240079642456,0.0014382727884611208,513
Zarda_Betel_Leaf,Urination_Properly,0.0007014280779647885,0.0011678922424353,514
Heart_Disease,Water_Consumption,0.0006577284937677506,0.0005730803904371827,515
Hypertension,Heart_Disease,0.0006539044636310924,0.0010292000669439485,516
Job,Water_Consumption,0.0006471211095099769,0.0007071778772577687,517
Follow_suggested_Diet,Water_Consumption,0.0006118439245894924,0.0011193765843575912,518
Job,Urination_Properly,0.0006093039353358605,0.0005672590435196761,519
Family_Background_of_Diabetes,Smoke,0.0005337356539494247,0.0008881621649651243,520
Take_Medicine_for_Diabetes,Water_Consumption,0.0005040640741760976,0.0008452939761387328,521
Water_Consumption,Pain_killer,0.0004952138877837544,0.0006522945106694349,522
Hypertension,Smoke,0.0004901955903800223,0.0006732168133270128,523
Job,Follow_suggested_Diet,0.00046981089304877895,0.0007702514457171084,524
Follow_suggested_Diet,Smoke,0.00045037904056946087,0.0004325968850954767,525
Take_Medicine_for_Diabetes,Smoke,0.00035153058326560987,0.000461735012793134,526
Smoke,Zarda_Betel_Leaf,0.00017516914917860938,0.00026880400671834564,527
Water_Consumption,Smoke,0.0001552162088661711,0.00013672535727283166,528
