Fold,Best Method,Original Brier,Original Slope,Original Intercept,Isotonic Brier,Isotonic Slope,Isotonic Intercept,Sigmoid Brier,Sigmoid Slope,Sigmoid Intercept
1,Isotonic,0.08090329136131892,0.748842298278653,-1.0685732806327537,0.06873145623232707,1.4713464404567427,1.1077195674222604,0.0704428562423003,1.6145866192953036,1.4029273167273633
2,Isotonic,0.07272215541518932,0.20227754497693118,-0.04957840352732054,0.06681709947238465,1.5329538629748523,1.3808055004503867,0.07260636908130745,2.063413974632707,2.3887418066466517
3,Original,0.05741792171652336,0.6369568769903574,-0.15521307027063133,0.05883147871979364,1.5815694289935585,1.0368504912653804,0.0609731906423828,1.7850523945145047,1.5486669881493476
4,Isotonic,0.08662158123058292,0.14472689998330893,-0.6104565704569498,0.06580669959023779,1.5390555068773029,1.080027371614612,0.07062020935551375,1.8489913923804395,1.7682953449327505
5,Isotonic,0.09109539747826437,0.1485455988807137,-0.47459193265799393,0.07547442178506043,1.215282886957387,0.5749830994707007,0.08033243720205484,1.3363266902008233,0.8266813909825236
