Method,Mean_Brier,SD_Brier,Mean_Slope,SD_Slope,Mean_Intercept,SD_Intercept
Original,0.07775206944037578,0.01327987613717255,0.3762698438219928,0.2926225169544088,-0.47168265150912986,0.4043111671862694
Isotonic,0.06713223115996071,0.005977217125330422,1.4680416252519688,0.1466654644078528,1.0360772060446681,0.2909081534817031
Sigmoid,0.07099501250471182,0.0069040972866572905,1.7296742142047556,0.2723292991466396,1.5870625694877272,0.5676914802046131
